-6.2320392003896307e-10,2.8338580988727404e-09,1.189129580441925e-09,-2.9034685388389935e-10,-1.7692421175662296e-10,-1.4107352142698491e-10,1.6932465716151566e-10,5.5498654356407337e-11,-2.6080607418257305e-11,-1.0455677220297225e-11,3.0666615613225442e-11,-1.9273732709014295e-12,2.4765992618710711e-12,-4.4602216687245784e-12,-1.5811480562677085e-13,-2.6342573412183445e-13
8.0658600920733721e-11,7.5733359948425361e-09,1.1465199672638616e-09,1.3629506720474168e-09,9.3711604671532798e-10,-5.0664263904689271e-10,1.7566262523464852e-10,2.6404790787199648e-10,7.096173903729134e-11,1.6746328163616513e-11,1.0874602246641538e-10,1.038477949749558e-11,2.8683986193220352e-11,-1.1425226313180779e-11,2.8263723506778443e-13,4.630332202703992e-13
-6.0526214867976256e-09,4.6792757424990669e-09,3.3191596635155367e-09,6.5561536020614469e-09,-1.4521803742785144e-09,1.4098857058368339e-10,3.1951412596874967e-10,2.9515819070598117e-10,7.9894417751421226e-11,1.1971363418963975e-10,9.8713385512905291e-11,1.8438058792644168e-11,4.3944353180296375e-11,-2.0873353621015385e-11,-3.4059491355419153e-13,2.9944933027339562e-13
-3.0128414223358588e-08,1.4508647762814737e-08,-3.8830311661538819e-09,1.3863501129015105e-09,1.3509987032284989e-09,-6.5355431940598061e-10,-6.8272779047899564e-10,1.1646879256412039e-10,6.3353747211913169e-11,1.7848995401960822e-10,-6.7752426996845324e-11,9.0828572708041312e-12,-1.4138473367796295e-11,3.9573962388845759e-12,-1.8001063393931005e-13,-1.2210353084352952e-12
5.7553222341971497e-08,-2.2283302647835678e-08,-7.8915375263812186e-09,1.4917954661224554e-08,-6.0666238012891198e-12,1.294827715457171e-09,-3.2551233023992791e-10,-7.8418847971943482e-10,-1.7833110209805355e-10,-4.1900934715524764e-10,-8.4930615681113943e-11,-4.5351682744932589e-11,-6.9610683376657926e-11,3.0993147142606101e-11,-3.2386255092115941e-12,-7.0638393628307636e-12
-1.224327684563145e-09,1.1528948952370126e-07,1.2846431341237715e-08,-3.0510382822571638e-08,4.2516654521974333e-09,-3.6903510328311969e-09,9.881224253323091e-10,4.0128367117404211e-09,-3.7096316509765463e-10,5.1650860517576399e-11,9.9939416484462761e-10,2.1386252206637715e-11,2.1985948324289623e-10,-1.7795761750350576e-10,1.8406434377105173e-11,-7.8768411092210524e-12
-2.0913270029198742e-07,1.8969578922722171e-09,3.106432837609657e-08,-5.2223682336298857e-08,-7.0925575590261235e-09,4.0069121228344102e-09,3.051979046246063e-09,1.8685381840290078e-09,8.0450831938320131e-10,1.8007846453158854e-09,3.5223130050097043e-11,5.6267766976552887e-11,1.531040502040258e-10,1.2058384445351957e-11,4.8375904178486331e-12,4.0277160774406119e-11
-3.8713941587173455e-07,5.5232030242857214e-07,4.15614365706901e-08,1.7309810846994542e-07,-4.487197801269652e-09,-8.9022081287895012e-09,3.172247508464084e-09,1.0099491836141701e-08,2.3540320157379137e-09,7.1699255572646716e-09,5.099488000730115e-09,2.5422871485219365e-10,1.6249026044361202e-09,-8.0586570753672246e-10,6.0269728931888411e-12,8.2363487684066686e-11
6.3958085187747465e-07,-5.2107335087100522e-07,-2.0110665737973684e-07,-1.6683178786045677e-07,5.6664114321101542e-08,1.0990349735966223e-08,-3.819091312503045e-08,-2.5081220656894908e-08,1.5491002695397947e-09,-7.9170686214550544e-09,-9.1934177211206697e-09,-1.0690930633493019e-09,-3.2196789109590002e-09,1.738197095585514e-09,-1.0933866508855244e-10,3.2356617560480591e-11
3.330739308804644e-07,-1.143719697613818e-06,-1.7641782522541578e-07,-2.3058791609845761e-07,9.4854596979413491e-08,-2.0896247820242064e-09,-7.9623463273011027e-09,-2.0465158249660055e-08,3.6278420221206207e-09,-6.7737277067211916e-09,-8.3039605002108501e-09,-1.761543934863054e-10,-2.2825205400316823e-09,1.4168007547289911e-09,-4.9090118593803253e-11,7.6846142659054984e-11
-2.5020418459825464e-06,3.0749290551864178e-07,2.2285657193143298e-07,3.2406900709054302e-07,-7.976279860231325e-08,6.5782213975164579e-08,4.3270341315960881e-08,2.6945186963180379e-08,1.1626214123832635e-08,1.9203470014180567e-08,8.9042184111477014e-09,2.7717884005718406e-09,5.0810556553835401e-09,-1.6095569980760791e-09,1.8547384128804305e-11,1.8089223119822392e-10
-1.2714563734939015e-05,6.4452949975419371e-06,1.606269626595502e-06,6.8895809392376112e-07,-8.041845160014747e-07,1.482079352356371e-07,3.3581792984735652e-07,1.2996666958548596e-07,3.6605701659663109e-08,1.1903169845829437e-07,6.7813986603930736e-08,1.0092344727562964e-08,2.7975533219033908e-08,-1.2014630440718675e-08,-1.635812501431707e-10,1.1173732291884537e-09
-1.117215365408639e-05,-3.3554396903509811e-06,2.0997964502544536e-06,-3.0127064691447891e-07,-6.9863198957412631e-07,2.3956744666706795e-07,2.0244359688439933e-07,4.2406148817843937e-08,7.829323846124409e-09,5.6423548209477797e-08,-2.1139438800435685e-08,4.1109848851814428e-09,6.9460602436381679e-09,-1.5453263695326879e-09,1.4356732637248405e-09,7.1546027417568581e-11
-1.1695176872546215e-05,6.1914734497648984e-06,2.8534501487220434e-06,9.8816231558198714e-07,3.5890905533652999e-07,-4.0334048492521956e-07,2.8651139957189932e-07,2.6454846773815255e-07,-1.7556228768019221e-08,7.3322617163451314e-08,1.0999791305599034e-07,1.6931529009549901e-08,3.3562328194925037e-08,-1.6341784292148244e-08,1.3613074278346217e-09,1.5017696586500615e-09
-7.9948437406214426e-06,5.5714411887935933e-06,9.027064648566563e-07,-4.8523451319947559e-07,6.2994354141173008e-07,2.7849060589251361e-07,3.8348311309508173e-07,2.9398379827488713e-07,2.3905943362309086e-08,3.5007512111324238e-08,9.9154466754882763e-08,3.4234045420342408e-08,3.1874316480190932e-08,-1.3491447195100889e-08,1.7771068341127236e-09,-6.5532310744301853e-11
0.00012177301992927014,-2.2089501301800274e-05,-2.5023823201194244e-05,1.7477471927485017e-06,7.1530670403146906e-06,5.8436645661842251e-07,-2.6504016087948447e-06,-1.4638905309943784e-06,6.019082083412166e-10,-7.5289310359353398e-07,-4.3982908603459818e-07,-1.1101274816888789e-07,-2.1848053892739576e-07,1.1011012933906161e-07,-9.0774049070351736e-09,-1.5603327480816205e-09
